發文ID,,文章ID,發文時間,更新時間,樓層,留言內容,按讚數,withNickname,是否被作者隱藏,meta,是否為發文者,性別,學校,reportReason,mediaMeta,是否隱藏,inReview,reportReasonText,isSuspiciousAccount,isModerator,doorplate,subCommentCount,edited,postAvatar,activityAvatar,verifiedBadge,memberType,enablePrivateMessage,個人主頁
44b81a0e-2033-4ae1-9661-595fc03e0a26,True,237629980,2021-12-09T06:38:42.200Z,2021-12-09T06:38:57.185Z,6,每堂課都會分組討論、在ilearning寫心得 期中期末1000字報告 但老師人很好也很認真🥺,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,False
323b5ec4-d751-45a0-a052-834579b128d1,True,237629980,2021-12-09T18:23:13.490Z,2021-12-09T18:23:13.490Z,7,老師人很好,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
56511c37-5003-44e5-937f-3683d1499ae5,True,237629980,2021-12-10T04:55:03.281Z,2021-12-10T04:55:03.281Z,8,直得修,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
d51fdf7e-6600-4b7a-a701-bf6e8bd439af,True,237629980,2021-12-11T03:36:35.014Z,2021-12-11T03:36:35.014Z,9,"新老師 感覺得到她的上課方式一直在調整
目前是上課會分小組 然後要討論不同主題的故事
之前都是一些企業或是電影的例子 但這週開始變成聖經故事 所以上課時要讀經文然後討論她問的問題
每次上課後要在課程討論回應上課心得與問題回應（ppt裡最後會有幾個問題，擇一，但不是故事那個part的問題）
期中期末要交各1000字心得報告
兩次分別是讀書心得（自選書，跟老師確認可以就好了）以及上課心得或延伸",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
a638399a-4a9a-442d-8ddb-1c4659867255,True,237098413,2021-09-29T03:24:20.440Z,2021-09-29T03:25:34.983Z,1,"上課都在寫練習題填空，沒有作業，每次都會有不同主題，已經上完第一個主題了
我是覺得蠻涼的啦

至於全英文的部份，老師會看情況用中文，但大部份都用英文",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,False
36645603-4e65-4a6d-bfee-a19f76818300,True,237098413,2021-09-29T05:26:04.731Z,2021-09-29T05:26:04.731Z,2,B1請問英文程度要非常好嗎？,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
945a8380-bf6f-4a49-aa6e-6317a189bc63,True,237098413,2021-09-29T08:06:25.765Z,2021-09-29T08:06:35.259Z,3,"B2應該是不至於要很好，因為老師是台灣人，而且這個課也不是進階英文，都照課本走
就是教商用英文用語而已",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,False
4eb6bc04-67a4-404b-8fd3-ff756750251c,True,237098413,2021-09-29T08:09:25.677Z,2021-09-29T08:09:25.677Z,4,B3 了解，請問有分組作業嗎？非常謝謝你的回答🙏😭,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
e98bfae3-a77a-4d56-936e-e73060e9212d,True,237098413,2021-09-29T08:12:23.579Z,2021-09-29T08:12:23.579Z,5,B4 會有分組討論,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
f2a4a1bb-3f06-47f8-b215-eaec768ef02a,True,237080449,2021-09-27T07:54:45.353Z,2021-09-27T07:54:45.353Z,1,爽課，95過,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
e703051a-59f8-4f9e-95e4-022292be04ca,True,237066231,2021-09-25T02:03:27.611Z,2021-09-25T02:03:27.611Z,1,老師人很好，一學期沒去幾次也有9*，期中期末的題目都很簡單，老師喜歡學生的故事，他都用zuivo點名跟問問題，都很簡單，你沒在上課也沒關係,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
1cec7927-1470-4858-acda-8e63c6028f09,True,237066231,2021-09-25T02:16:03.635Z,2021-09-25T02:16:03.635Z,2,佛爆,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
f57ca20f-facc-48c1-ad69-c36c46b7c1e4,True,237066231,2021-09-25T03:03:42.636Z,2021-09-25T03:03:42.636Z,3,愛鴻全😻,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
8db5ca51-2fee-42fa-b613-9aa7dd0ff653,True,237066231,2021-09-25T04:31:51.305Z,2021-09-25T04:31:51.305Z,4,老師有說這幾個禮拜會先維持遠距，不過還沒發電子郵件通知～,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
3b8cb73f-01a1-4fda-a97d-dfcb70b052d7,True,237066231,2021-09-25T09:14:09.421Z,2021-09-25T09:14:09.421Z,5,這老師真的佛到爆⋯ 有去上課算加分，老師還會感謝有來上課的同學，基本上作業有交都8x起跳，作業也都很簡單而且很少，老師人真的很好大推！,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
eb49c904-986e-4ca0-b753-ab46effe77a2,True,237066231,2021-09-25T15:04:21.281Z,2021-09-25T15:04:33.604Z,6,記得交作業就好，上學期92過,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,False
4d62deaa-5b22-4091-ab21-b2b05858024a,True,237066231,2021-09-25T17:09:57.764Z,2021-09-25T17:09:57.764Z,7,喜歡向老師,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
c0c83395-9ff7-4f98-8901-5045dcbe0e61,True,237066231,2021-09-25T17:29:59.311Z,2021-09-25T17:29:59.311Z,8,向老師很讚，真正關心學生的好老師！上這門課不要翹課，會學到的是生命，不是冷冰冰的知識。,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
f131584d-47f9-4425-978f-f6136c618121,True,237066169,2021-09-25T00:59:19.016Z,2021-09-25T00:59:19.016Z,1,作業很多！,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
91f5313b-e0eb-498c-84d9-3a58c03c8c6d,True,237066169,2021-09-25T01:00:53.104Z,2021-09-25T01:00:53.104Z,2,B1請問需要分組嗎？,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
09de3479-c650-4d80-b457-b327cf58c2ac,True,237066169,2021-09-25T01:06:52.972Z,2021-09-25T01:06:52.972Z,3,"上學期修這門，作業真的很多
但我覺得對一個理工科系
之前社會科就不好的人來說可以學到很多東西
而且分數真的不甜",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
7696365a-3231-4b75-a362-f5c0926e98ea,True,237066169,2021-09-25T02:06:35.890Z,2021-09-25T02:06:35.890Z,4,好課,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
13debaa2-0326-438b-bd82-b4f763130108,True,237066169,2021-09-25T02:36:16.492Z,2021-09-25T02:36:16.492Z,5,推 作業很多 但真的學到很多東西,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
b462e357-d28f-4209-b5d8-d06b3c4281ed,True,237066169,2021-09-25T04:48:37.746Z,2021-09-25T04:48:37.746Z,6,"是可以學到很多東西
但是要花很多時間 去寫作業那些的
重點是分數真的不甜 之前全班100多個 我前十 成績85以下而已 給你參考",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
0cc0b001-86cc-4801-9c9c-69cfef90f746,True,237066169,2021-09-25T05:27:43.793Z,2021-09-25T05:27:43.793Z,7,"我那時候（大概一年半前修的）是學期初跟學期中各一堂實體 一定要到 他會講上課注意事項+點名 其他堂都遠距
遠距的部分雖然非同步，是他都錄影好的，可是每週一定都會有時間限制要去討論區回答問題，過時間才回答就不算，啊問題不難回答但一定要聽完他講的才會知道怎麼回答（我都會偷偷參考其他同學的），他會親自一個一個給回應（看起來回覆的很用心，但有時候會感覺他回的東西跟自己寫的沒有關聯，不知道是不是模板！？）
中間還有一個課程是要親自去看立委質詢的影片給回饋寫心得，還蠻好玩的，最後期末報告要做學習歷程，把全部的作業截圖（還是複製貼上？）成ppt，然後每個作業還要再寫一個心得，然後要自己給自己評分&寫原因
我總分86分而已，但我沒有到很認真，好像還有兩次作業沒準時回答吧，真的有學到東西，只是很累，而且我覺得他的影片是幾年前就預錄好的，有些例子都很舊，結論還是：修這堂真的很累😂😂
（那時候就感受到非同步遠距不會比較輕鬆這回事🥲🥲）",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
be614625-0ef5-4a56-be58-1689baefc680,True,237066169,2021-09-25T08:09:04.481Z,2021-09-25T08:10:30.557Z,8,"我有修過這堂課 是真的很辛苦沒錯 但學期末看到成果後真的會很謝謝努力的自己
討論都有準時回 測驗都滿分 也有蠻多次討論拿到very good的評價 最終期末報告裡有放聽課時的手寫筆記 最終92 排名一
雖然分數真的不是很甜跟努力程度比的話 但真的能夠學到很多東西 尤其是立委質詢那次的討論是一個很特別的體驗
（實體一定要去 也一定要認真聽）",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,8,,False,,,False,,,False
d22521bb-40ca-4851-86fe-3f68aced46a1,True,237066169,2021-09-25T12:29:34.490Z,2021-09-25T12:29:34.490Z,9,以通識課程來說是一門非常好的課程，真的能學到很多東西，台灣的民主得來不易，課程議題值得我們深思，非常建議選讀，只要認真就會高分過,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
74caa6c9-b67e-4b92-a4fa-0d7715f26c47,True,237066169,2021-09-26T05:30:00.723Z,2021-09-26T05:30:00.723Z,10,給分不甜 但要過也很簡單 作業都有交就穩穩過了,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,10,,False,,,False,,,
bbf282c5-2aeb-4a5a-bd30-0f75187d1fda,True,237066169,2021-09-26T09:17:56.470Z,2021-09-26T09:17:56.470Z,11,"不甜嗎！？？？？？
我93分......",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,11,,False,,,False,,,
f9fcdfed-da62-4971-9342-b13368a9ca65,True,237065786,2021-09-24T20:45:31.118Z,2021-09-24T20:45:31.118Z,1,盡量噴他就會過了,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
c8b48223-7070-49b8-b9b1-ffdcbd8f6b9f,True,237065786,2021-09-25T01:24:59.827Z,2021-09-25T02:02:57.275Z,2,"蠻不錯的阿 修過他的課都98分以上過
他講的話有些也蠻值得讓人省思的",3.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,False
deb08834-705b-479f-a1ec-2db8c9fd95ba,True,237065786,2021-09-25T01:56:18.316Z,2021-09-25T01:56:18.316Z,3,"欸超級讚 讚到爆 有夠讚 我都99 97過
他只是講一下一般人不敢講的話而已",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
f4bfa5b0-4172-4105-a897-6c06c5bfca9f,True,237065786,2021-09-25T02:07:09.600Z,2021-09-25T02:07:09.600Z,4,"校版搜尋老師名字
就知道了
他也會看dcard",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
d3b62eef-f49a-4ed0-ad86-7d9bc84b0956,True,237065786,2021-09-25T02:08:28.184Z,2021-09-25T02:08:28.184Z,5,準備下去囉🤪,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
289b93fc-3d40-47c0-8b45-a4ea60885e52,True,237065786,2021-09-25T03:02:51.032Z,2021-09-25T03:02:51.032Z,6,"沒上過他的課別說你是中原人 
跟他嘴砲儘量質疑他的論點  99過",3.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
72b24bf5-a045-40ff-90af-03f004d868bf,True,237065786,2021-09-25T03:28:56.742Z,2021-09-25T03:28:56.742Z,7,"1.作業不能抄網路
2.嘴贏你就贏了",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
d2a15e8a-b3c3-46d5-a6dd-c8ada57b414e,True,237065786,2021-09-25T03:33:48.992Z,2021-09-25T03:33:48.992Z,8,"懂得用腦   用各種思維模式去思考
這堂課你會很輕鬆

不用腦或是思想比較單一的人會覺得這是爛課",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
9c861c7d-1a80-4e19-8ced-4f79922a6ffe,True,237065786,2021-09-25T12:24:01.584Z,2021-09-25T12:24:01.584Z,9,要懂得如何論述 98過,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
7b668e39-d650-4d34-9ba7-1e4f28d7b992,True,237065786,2021-09-26T16:39:22.278Z,2021-09-26T16:39:22.278Z,10,認真寫作業 迎合老師想法 或是明確有理的表達自己想法 都會高分過的！,0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,10,,False,,,False,,,
0d313a99-c76b-4e12-ac9b-2c2743e71c8d,True,237050853,2021-09-23T08:56:43.376Z,2021-09-23T08:56:43.376Z,1,老師人很好，撇除上課不專心的佔名額外，我不推薦 (不專心的人修) 的原因，是因為老師很像也會在意學生能否專心上課,3.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
8e2ae3f9-8df6-491f-9ab2-6d4ff17c9a70,True,237050853,2021-09-23T09:04:36.223Z,2021-09-23T09:04:36.223Z,2,B1怎麼樣方法在意呢？,0.0,False,False,{},True,M,國立彰化師範大學,,[],False,False,,False,False,2,,False,,,False,,,
5de931b7-f391-4792-b91b-1a1954bfd316,True,237050853,2021-09-23T09:07:11.021Z,2021-09-23T09:07:11.021Z,3,大家不專心的話她會生氣，但她上課真的很有趣，是很有料的老師,7.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
86d896a4-6321-4c5c-b866-fa5f2883e9f3,True,237050853,2021-09-23T09:12:43.831Z,2021-09-23T09:12:54.034Z,4,"B2 樓上說了。不過我同學說，換他修到課的時候，課程已經變得沒那麼有趣了 (？
不要一直滑手機、講話聊天 我覺得都可以修修看喔",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,4,,False,,,False,,,False
5343c175-458b-4134-9473-cffcfae3f8c3,True,237050853,2021-09-23T09:19:46.272Z,2021-09-23T09:30:29.555Z,5,"謝謝b1b3,b4
請問分數甜嗎?",0.0,False,False,{},True,M,國立彰化師範大學,,[],False,False,,False,False,5,,False,,,False,,,False
1db991b9-2618-4cc0-9ebd-073da412b6b7,True,237050853,2021-09-23T09:19:53.183Z,2021-09-23T09:19:53.183Z,6,其實玩手機老師也不會特別怎麼樣 之前實體上課的時候偶爾會走下來跟同學互動 分數也給滿甜的上課很有趣用說故事的方式在上課,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
9d710431-70da-4477-8f9b-ac6fa3af1d0b,True,237050853,2021-09-23T09:27:48.342Z,2021-09-23T09:27:48.342Z,7,"喜歡歷史的人非常推薦！我很喜歡歷史所以上的非常快樂 每星期最期待的課
不過我是很久以前修的 所以不知道現在變成怎樣了",7.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
b10c9290-ea3b-4cba-a3b7-ce92c6400648,True,237050853,2021-09-23T10:17:03.097Z,2021-09-23T10:17:20.350Z,8,"類似的
1072 文化思想史 柯惠鈴老師 82 (個人沒特別準備作業及考試",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,8,,False,,,False,,,False
6d8aad83-8cc9-411c-821e-e4a3b3793364,False,237050853,2021-09-23T10:24:49.425Z,2021-09-23T10:25:10.596Z,9,,,False,True,{},False,,,,[],True,False,,False,False,9,,False,,,False,,,
c64df60a-7976-4345-8558-b8868a6cb21b,True,237050853,2021-09-23T10:25:18.360Z,2021-09-23T10:25:18.360Z,10,1091文化思想史 老師上課很有趣，人超好，但會點名，分數滿甜的,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,10,,False,,,False,,,
5fa5a606-0531-45ae-ab5b-53012364d6cb,True,237050853,2021-09-23T12:04:38.631Z,2021-09-23T12:04:38.631Z,11,講日本歷史超棒，很有料，會日文，我超認真上課98分過，期末報告認真做99分，打分非常高,3.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,11,,False,,,False,,,
02c8a408-fcf5-4d0f-97ff-61d85c215822,True,237050853,2021-09-23T12:48:54.446Z,2021-09-23T12:49:11.707Z,12,"我上過她的文化思想史 老師人很好 分數很甜 我拿95
上課偶爾會偷滑手機（我坐滿前面的 有時候會忍不住拿起了滑幾下🤣）
但是期中期末報告我都很認真做 上課也都沒缺席沒遲到 她上課有開Zuvio問問題點名也都有答對 大概這樣",2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,12,,False,,,False,,,False
e49ba539-8446-4174-bbca-85ea4a37fba7,True,237050853,2021-09-23T16:26:14.415Z,2021-09-23T16:26:14.415Z,13,區域文明史一生只推陳仲志老師！,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,13,,False,,,False,,,
4c6e9334-bc73-4068-8757-fab6e46d1bfa,True,237050853,2021-09-29T08:55:13.477Z,2021-09-29T08:55:13.477Z,14,"B6B7B10B11B12
都說分數滿甜的，謝謝，我會好好考慮的
B13 真的嗎我好像有旁聽過",0.0,False,False,{},True,M,國立彰化師範大學,,[],False,False,,False,False,14,,False,,,False,,,
0f01df50-fc07-42ed-a77d-969dc444e66e,True,237048700,2021-09-23T05:54:44.113Z,2021-09-23T05:54:44.113Z,1,每堂課都要分組討論上台報告,1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
26d40208-93bf-4f0f-9299-83770a6722b5,True,237048700,2021-09-23T06:04:17.897Z,2021-09-23T06:04:57.693Z,2,"超推👍老師人很好，
老師的規定(不難真的而且每基本的)都有做到的話分數超甜，
當初9x過～～
規定的話我記得就是上課寫腳縱、上課不要遲到、有分組等，
不確定規定也沒有變我以前修的時候大概是這樣

遠距的話不確定規定如何因為以前沒有遠距這個問題😣",5.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,False
49b73838-6301-4a26-87be-b19292a2b4f0,True,237048700,2021-09-23T06:52:49.022Z,2021-09-23T06:52:49.022Z,3,"分數蠻甜的，我9X過，沒有翹過課請過一堂
一開始老師會給幾個問題讓你和組員一起討論，就大家都說一點想法就夠報告啦，第二堂課老師會講東西記得寫腳蹤
老師人蠻好的，不過我個人覺得有一點點宗教色彩，不明顯就是了",3.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
e643dbda-3cc6-40b5-836a-a2281ba82a62,True,237048700,2021-09-23T07:06:51.371Z,2021-09-23T07:06:51.371Z,4,"建議找認識的一起修
上台討論到時候比較輕鬆
之前修課的時候看到有些組感情好到一起吃晚餐🤣🤣🤣",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
b61b861e-ce91-4cf2-9509-4b4c60a2a78b,True,237048700,2021-09-23T07:24:06.551Z,2021-09-23T07:24:06.551Z,5,"躺著就過了 佛到出汁
我100過的",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
728522c0-804e-4745-836a-093161435ef4,True,237048700,2021-09-23T07:31:38.454Z,2021-09-23T07:31:38.454Z,6,B4 可以約你吃晚餐嗎,0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,
3929f48a-dbe8-4fad-9195-cb04a214fc1a,True,237048700,2021-09-23T07:35:21.598Z,2021-09-23T07:35:21.598Z,7,"B4 沒有認識的🥲
他們是之前就認識的嗎感情那麼好
B5 好強，真的有老師會打一百分喔",0.0,False,False,{},True,M,國立彰化師範大學,,[],False,False,,False,False,7,,False,,,False,,,
731f668a-bf02-4ab5-977c-717ff0fe3de6,True,237048700,2021-09-23T17:34:27.957Z,2021-09-23T17:34:27.957Z,8,我也有修這堂，老師好像都還沒講要不要遠距🥺,2.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
15855cbc-66c1-4b8b-a47f-394ba7288cfe,True,237048700,2021-09-24T21:00:56.678Z,2021-09-24T21:00:56.678Z,9,"不好意思
剛選到這堂 
借問一下老師前兩個禮拜有說什麼需要注意的事嗎？",0.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
5d6629c5-11e3-4c9d-ba5b-94db8c6dbaa6,True,237048700,2021-09-26T11:46:20.212Z,2021-09-26T11:46:20.212Z,10,所以明天要實體上課嗎🥲,1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,10,,False,,,False,,,
f561e8f0-cdcc-40b6-9b6b-8b66d31b524d,True,237031199,2021-09-21T08:48:29.677Z,2021-09-21T08:48:29.677Z,1,去語言中心問，還有我討厭貓,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,1,,False,,,False,,,
8732bb4c-880d-47b2-9c0e-9f5d20161201,True,237031199,2021-09-21T08:56:36.441Z,2021-09-21T08:57:03.737Z,2,我也討厭貓 狗比較可愛,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,2,,False,,,False,,,False
49abb44d-134b-49e8-b922-87509af7c6ff,True,237031199,2021-09-21T09:24:32.110Z,2021-09-21T09:24:32.110Z,3,臭貓 之前害學校停電🤬,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
cbde1fbf-9ca4-4c85-9d2b-866ea1b7377f,True,237031199,2021-09-21T10:56:54.482Z,2021-09-21T10:56:54.482Z,4,https://i.imgur.com/oy1Aix3.jpg,5.0,False,False,{},True,F,中原大學,,"[{'id': 'b6071ac1-d4b1-43f2-9a12-e6fbdb82c378', 'url': 'https://i.imgur.com/oy1Aix3l.jpg', 'normalizedUrl': 'https://i.imgur.com/oy1Aix3l.jpg', 'thumbnail': 'https://i.imgur.com/oy1Aix3l.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2021-09-21T10:56:54.482Z', 'updatedAt': '2021-09-21T10:56:54.482Z', 'width': 228, 'height': 221}, {'id': 'b6071ac1-d4b1-43f2-9a12-e6fbdb82c378', 'url': 'https://i.imgur.com/oy1Aix3.jpg', 'normalizedUrl': 'https://imgur.com/oy1Aix3', 'thumbnail': 'https://i.imgur.com/oy1Aix3l.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2021-09-21T10:56:54.482Z', 'updatedAt': '2021-09-21T10:56:54.482Z', 'width': 228, 'height': 221}]",False,False,,False,False,4,,False,,,False,,,
3ae45d9b-f3fa-432d-9932-5dface4228dc,True,237031199,2021-09-21T11:25:48.406Z,2021-09-21T11:25:59.774Z,5,"B4 拍拍 貓咪很可愛～希望妳能得到妳想要的答案🥳🥳附一張中原附近拍到的貓貓情侶～～
https://i.imgur.com/R6hv1Wg.jpg",2.0,False,False,{},False,M,中原大學,,"[{'id': '14b2439c-82a8-4de5-a601-2c7e6e6fca78', 'url': 'https://i.imgur.com/R6hv1Wgl.jpg', 'normalizedUrl': 'https://i.imgur.com/R6hv1Wgl.jpg', 'thumbnail': 'https://i.imgur.com/R6hv1Wgl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2021-09-21T11:25:48.406Z', 'updatedAt': '2021-09-21T11:25:59.774Z', 'width': 1500, 'height': 2000}, {'id': '14b2439c-82a8-4de5-a601-2c7e6e6fca78', 'url': 'https://i.imgur.com/R6hv1Wg.jpg', 'normalizedUrl': 'https://imgur.com/R6hv1Wg', 'thumbnail': 'https://i.imgur.com/R6hv1Wgl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2021-09-21T11:25:48.406Z', 'updatedAt': '2021-09-21T11:25:59.774Z', 'width': 1500, 'height': 2000}]",False,False,,False,False,5,,False,,,False,,,False
64649304-4dab-427f-b200-bbf9fc4d93f3,True,237031199,2021-09-21T13:57:51.703Z,2021-09-21T14:01:27.374Z,6,"老師人很好 上課不會只教課本 也會樂於跟學生互動 很活潑可愛的老師！
期中期末要口頭演講 短短幾分鐘
會事先知道有哪些題目 但當天才會抽題目",1.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,6,,False,,,False,,,False
fd4a8c2a-0bac-4ad6-9d37-466d7057cfcf,True,237031199,2021-09-21T14:04:52.806Z,2021-09-21T14:04:52.806Z,7,"感ㄣB5 B6！會努力練口語的 想問是每個人都抽不一樣的ㄇ還是統一抽！
然後貓貓狗狗我都愛😍",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,
d21d1dc1-b5d0-4efb-bf81-9049c502323a,True,237031199,2021-09-21T15:17:54.710Z,2021-09-21T15:17:54.710Z,8,"大概給10個 每個人上台前抽自己的題目
B7",0.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,8,,False,,,False,,,
315d9fab-b2d7-49b0-af4c-06dfc0daeceb,True,237031199,2021-09-21T16:22:55.838Z,2021-09-21T16:22:55.838Z,9,B8豪！謝謝你ㄉ分享😍,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,9,,False,,,False,,,
9cf64362-4405-4ac1-bef6-0d379a94cbed,True,237030812,2021-09-21T07:31:26.583Z,2021-09-21T07:31:46.852Z,1,"老師人很好很用心
作業要錄音念句子
他給的評論都很貼切！
會指出你所有的優點和缺點
分數給的蠻高的",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,1,,False,,,False,,,False
044a32a7-a6b6-4923-a585-ee50130edadf,True,237030812,2021-09-21T07:34:27.559Z,2021-09-21T07:34:27.559Z,2,"B1 因為我看考試蠻多所以有點害怕
謝謝妳！！！",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,2,,False,,,False,,,
4ba30106-b04f-44b7-aa83-36e16c7ea8ee,True,237030812,2021-09-21T07:35:16.475Z,2021-09-21T07:35:16.475Z,3,"B2 考試可能要加強寫作
我記得寫作分數蠻重的
但好像會先給題目",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,3,,False,,,False,,,
894863e5-a38e-45f7-a969-8ec0498f5904,True,237030812,2021-09-21T07:43:40.437Z,2021-09-21T07:43:40.437Z,4,B3 好的謝謝妳！妳是仙女😍,0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,4,,False,,,False,,,
d4cb3f03-a6b1-4a34-9d90-63be4bf40b87,True,237030812,2021-09-21T10:13:50.892Z,2021-09-21T10:13:50.892Z,5,上課記得都到，不要缺席，缺席太多容易被當。其他期中期末考試都不難，單字會跟妳講範圍，寫作會跟妳說大概出什麼題目，寫作她也會在上課時提點，記住她講的不要犯的錯誤就好。很好拿分，其他就好好上課。,2.0,False,False,{},False,M,中原大學,,[],False,False,,False,False,5,,False,,,False,,,
c43b1c35-5ed5-4b9b-a80e-437269d4f872,True,237030812,2021-09-21T10:41:11.378Z,2021-09-21T10:41:22.466Z,6,"B5 謝謝你！你也是大好人！
祝你們都選到想要的課🥰",0.0,False,False,{},True,F,中原大學,,[],False,False,,False,False,6,,False,,,False,,,False
5fd6e968-5e6d-4520-9d22-716db75d9a63,True,237030812,2021-09-21T12:17:59.034Z,2021-09-21T12:22:19.512Z,7,"她真的是好老師！！！！
考前會跟你說考試重點，作文範例也是很認真教學，會告知這次評分標準是什麼。問問題她也會很認真回覆，是蠻有教學熱忱的老師。
而且很負責任，有些老師會遲到，但她都超級早到(給她教一年從來沒看過她遲到)，還會在課前或課間播放音樂。基本上你可以早到然後給她個好印象，上課認真聽、踴躍回答問題(也可以等她點)，她都會讓你高分過。
加油呀！",1.0,False,False,{},False,F,中原大學,,[],False,False,,False,False,7,,False,,,False,,,False
